,id,food.web,ecosystem.type,res.taxonomy,con.taxonomy,res.lifestage,con.lifestage,res.mass,con.mass,res.met,con.met,res.mov,con.mov,int.type,res.taxonomy.level,con.taxonomy.level
14,7,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Psychodidae_adults,Conocephalus dorsalis_NA,adults,NA,0.000116676,0.083954296,invertebrate,invertebrate,flying,walking,predacious,family+,species
15,7,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Psychodidae_adults,Conocephalus dorsalis_NA,adults,NA,0.000744173,0.083954296,invertebrate,invertebrate,flying,walking,predacious,family+,species
16,8,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Psychodidae_adults,Dolichopus nitidus_NA,adults,NA,0.000116676,0.001860431,invertebrate,invertebrate,flying,flying,predacious,family+,species
17,9,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Psychodidae_adults,Campsicnemus scambus_NA,adults,NA,0.000116676,0.001063104,invertebrate,invertebrate,flying,flying,predacious,family+,species
18,8,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Psychodidae_adults,Dolichopus nitidus_NA,adults,NA,0.000744173,0.001860431,invertebrate,invertebrate,flying,flying,predacious,family+,species
19,9,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",terrestrial aboveground,Psychodidae_adults,Campsicnemus scambus_NA,adults,NA,0.000744173,0.001063104,invertebrate,invertebrate,flying,flying,predacious,family+,species
20,10,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Psychodidae_adults,Antistea elegans_NA,adults,NA,0.000744173,0.002442388,invertebrate,invertebrate,flying,walking,predacious,family+,species
21,10,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1",terrestrial aboveground,Psychodidae_adults,Antistea elegans_NA,adults,NA,0.000744173,0.000846372,invertebrate,invertebrate,flying,walking,predacious,family+,species
22,11,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Emberiza schoeniclus_NA,NA,NA,0.000589844,20.0,invertebrate,endotherm vertebrate,NA,flying,predacious,family+,species
23,11,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Emberiza schoeniclus_NA,NA,NA,0.000589844,20.0,invertebrate,endotherm vertebrate,NA,flying,predacious,family+,species
24,12,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Tibellus sp_juveniles,NA,juveniles,0.000589844,0.022005673,invertebrate,invertebrate,NA,walking,predacious,family+,genus
25,12,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Tibellus sp_juveniles,NA,juveniles,0.000589844,0.022005673,invertebrate,invertebrate,NA,walking,predacious,family+,genus
26,13,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Arctosa sp_juveniles,NA,juveniles,0.000589844,0.015891067,invertebrate,invertebrate,NA,walking,predacious,family+,genus
27,13,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Arctosa sp_juveniles,NA,juveniles,0.000589844,0.015891067,invertebrate,invertebrate,NA,walking,predacious,family+,genus
28,14,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Lycosidae_NA,NA,NA,0.000589844,0.012851037,invertebrate,invertebrate,NA,walking,predacious,family+,family+
29,14,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Lycosidae_NA,NA,NA,0.000589844,0.012851037,invertebrate,invertebrate,NA,walking,predacious,family+,family+
30,15,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Larinioides sp_juveniles,NA,juveniles,0.000589844,0.01126193,invertebrate,invertebrate,NA,walking,predacious,family+,genus
31,15,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Larinioides sp_juveniles,NA,juveniles,0.000589844,0.01126193,invertebrate,invertebrate,NA,walking,predacious,family+,genus
32,16,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Pirata piraticus_NA,NA,NA,0.000589844,0.011227384,invertebrate,invertebrate,NA,walking,predacious,family+,species
33,16,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Pirata piraticus_NA,NA,NA,0.000589844,0.011227384,invertebrate,invertebrate,NA,walking,predacious,family+,species
34,17,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Araneae_NA,NA,NA,0.000589844,0.010881926,invertebrate,invertebrate,NA,walking,predacious,family+,unclassified
35,17,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Araneae_NA,NA,NA,0.000589844,0.010881926,invertebrate,invertebrate,NA,walking,predacious,family+,unclassified
36,18,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Pisaura mirabilis_juveniles,NA,juveniles,0.000589844,0.010709197,invertebrate,invertebrate,NA,walking,predacious,family+,species
37,18,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Pisaura mirabilis_juveniles,NA,juveniles,0.000589844,0.010709197,invertebrate,invertebrate,NA,walking,predacious,family+,species
38,19,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Salticidae_NA,NA,NA,0.000589844,0.007980079,invertebrate,invertebrate,NA,walking,predacious,family+,family+
39,19,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Salticidae_NA,NA,NA,0.000589844,0.007980079,invertebrate,invertebrate,NA,walking,predacious,family+,family+
40,20,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Staphylinidae_larvae,NA,larvae,0.000589844,0.004707429,invertebrate,invertebrate,NA,walking,predacious,family+,family+
41,20,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Staphylinidae_larvae,NA,larvae,0.000589844,0.004707429,invertebrate,invertebrate,NA,walking,predacious,family+,family+
42,21,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Paederus riparius_NA,NA,NA,0.000589844,0.002454292,invertebrate,invertebrate,NA,walking,predacious,family+,species
43,21,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Paederus riparius_NA,NA,NA,0.000589844,0.002454292,invertebrate,invertebrate,NA,walking,predacious,family+,species
44,22,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Clubiona juvenis_NA,NA,NA,0.000589844,0.002062384,invertebrate,invertebrate,NA,walking,predacious,family+,species
45,22,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Clubiona juvenis_NA,NA,NA,0.000589844,0.002062384,invertebrate,invertebrate,NA,walking,predacious,family+,species
46,23,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Psychodidae_adults,Antistea elegans_NA,adults,NA,0.000744173,0.001744563,invertebrate,invertebrate,flying,walking,predacious,family+,species
47,24,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Thomisidae_juveniles,NA,juveniles,0.000589844,0.001381832,invertebrate,invertebrate,NA,walking,predacious,family+,family+
48,24,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Thomisidae_juveniles,NA,juveniles,0.000589844,0.001381832,invertebrate,invertebrate,NA,walking,predacious,family+,family+
49,25,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Thanatus sp_juveniles,NA,juveniles,0.000589844,0.000690916,invertebrate,invertebrate,NA,walking,predacious,family+,genus
50,25,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Thanatus sp_juveniles,NA,juveniles,0.000589844,0.000690916,invertebrate,invertebrate,NA,walking,predacious,family+,genus
51,26,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Theridiidae_juveniles,NA,juveniles,0.000589844,0.000690916,invertebrate,invertebrate,NA,walking,predacious,family+,family+
52,26,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Theridiidae_juveniles,NA,juveniles,0.000589844,0.000690916,invertebrate,invertebrate,NA,walking,predacious,family+,family+
53,27,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Hypostenus latifrons_NA,NA,NA,0.000589844,0.000490858,invertebrate,invertebrate,NA,walking,predacious,family+,species
54,27,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Hypostenus latifrons_NA,NA,NA,0.000589844,0.000490858,invertebrate,invertebrate,NA,walking,predacious,family+,species
55,28,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Mangora acalypha_juveniles,NA,juveniles,0.000589844,0.000345458,invertebrate,invertebrate,NA,walking,predacious,family+,species
56,28,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Mangora acalypha_juveniles,NA,juveniles,0.000589844,0.000345458,invertebrate,invertebrate,NA,walking,predacious,family+,species
57,29,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Tetragnatha sp_juveniles,NA,juveniles,0.000589844,0.000345458,invertebrate,invertebrate,NA,walking,predacious,family+,genus
58,29,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Tetragnatha sp_juveniles,NA,juveniles,0.000589844,0.000345458,invertebrate,invertebrate,NA,walking,predacious,family+,genus
59,23,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Psychodidae_adults,Antistea elegans_NA,adults,NA,0.000744173,0.000345458,invertebrate,invertebrate,flying,walking,predacious,family+,species
60,30,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Stilicus rufipes_NA,NA,NA,0.000589844,0.000245429,invertebrate,invertebrate,NA,walking,predacious,family+,species
61,30,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Stilicus rufipes_NA,NA,NA,0.000589844,0.000245429,invertebrate,invertebrate,NA,walking,predacious,family+,species
62,31,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Theridion sp_juveniles,NA,juveniles,0.000589844,9.64e-05,invertebrate,invertebrate,NA,walking,predacious,family+,genus
63,31,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Theridion sp_juveniles,NA,juveniles,0.000589844,9.64e-05,invertebrate,invertebrate,NA,walking,predacious,family+,genus
64,32,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Araneidae_juveniles,NA,juveniles,0.000589844,3.45e-05,invertebrate,invertebrate,NA,walking,predacious,family+,family+
65,32,"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2",terrestrial aboveground,Phlaeothripidae_NA,Araneidae_juveniles,NA,juveniles,0.000589844,3.45e-05,invertebrate,invertebrate,NA,walking,predacious,family+,family+
66,33,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",terrestrial aboveground,Lacerta agilis_NA,Ceratopogonidae_NA,NA,NA,10.0,0.00014219,ectotherm vertebrate,invertebrate,walking,flying,parasitic,species,unclassified
67,33,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",terrestrial aboveground,Lacerta agilis_NA,Ceratopogonidae_NA,NA,NA,10.0,0.00014219,ectotherm vertebrate,invertebrate,walking,flying,parasitic,species,unclassified
68,34,"Grand Caricaie  marsh dominated by Schoenus nigricans, not mown  ScControl1 ",terrestrial aboveground,Psychodidae_adults,Diptera_NA,adults,NA,0.000265776,0.000177804,invertebrate,invertebrate,flying,flying,predacious,family+,unclassified
69,34,"Grand Caricaie  marsh dominated by Schoenus nigricans, not mown  ScControl1 ",terrestrial aboveground,Psychodidae_adults,Diptera_NA,adults,NA,0.000744173,0.000177804,invertebrate,invertebrate,flying,flying,predacious,family+,unclassified
70,35,"Grand Caricaie  marsh dominated by Schoenus nigricans, not mown  ScControl2 ",terrestrial aboveground,Psychodidae_adults,Antistea elegans_NA,adults,NA,0.000744173,0.001879291,invertebrate,invertebrate,flying,walking,predacious,family+,species
71,35,"Grand Caricaie  marsh dominated by Schoenus nigricans, not mown  ScControl2 ",terrestrial aboveground,Psychodidae_adults,Antistea elegans_NA,adults,NA,0.000744173,0.000697825,invertebrate,invertebrate,flying,walking,predacious,family+,species
72,36,SEW03,terrestrial belowground,Agriotinae sp1 (juv)_juveniles,Gongylidiellum latebricola_adults,juveniles,adults,0.00030966,0.000940509,invertebrate,invertebrate,walking,walking,predacious,family+,species
73,36,SEW03,terrestrial belowground,Agriotinae sp1 (juv)_juveniles,Gongylidiellum latebricola_adults,juveniles,adults,0.00030966,0.000940509,invertebrate,invertebrate,walking,walking,predacious,family+,species
74,37,SEW03,terrestrial belowground,Anthicus flavipes_adults,Gongylidiellum latebricola_adults,adults,adults,0.000122167,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
75,37,SEW03,terrestrial belowground,Anthicus flavipes_adults,Gongylidiellum latebricola_adults,adults,adults,0.000122167,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
76,38,SEW03,terrestrial belowground,Atheta sp. (juv)_juveniles,Gongylidiellum latebricola_adults,juveniles,adults,0.000175231,0.000940509,invertebrate,invertebrate,walking,walking,predacious,genus,species
77,38,SEW03,terrestrial belowground,Atheta sp. (juv)_juveniles,Gongylidiellum latebricola_adults,juveniles,adults,0.000175231,0.000940509,invertebrate,invertebrate,walking,walking,predacious,genus,species
78,39,SEW03,terrestrial belowground,Athous sp. (juv)_juveniles,Gongylidiellum latebricola_adults,juveniles,adults,0.000875669,0.000940509,invertebrate,invertebrate,walking,walking,predacious,genus,species
79,39,SEW03,terrestrial belowground,Athous sp. (juv)_juveniles,Gongylidiellum latebricola_adults,juveniles,adults,0.000875669,0.000940509,invertebrate,invertebrate,walking,walking,predacious,genus,species
80,40,SEW03,terrestrial belowground,Geholaspis longispinosus (juv)_juveniles,Gongylidiellum latebricola_adults,juveniles,adults,3.95e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
81,40,SEW03,terrestrial belowground,Geholaspis longispinosus (juv)_juveniles,Gongylidiellum latebricola_adults,juveniles,adults,3.95e-05,0.000940509,invertebrate,invertebrate,walking,walking,predacious,species,species
82,41,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Lithobius sp._adults,adults,adults,0.000940509,0.00359344,invertebrate,invertebrate,walking,walking,predacious,species,genus
83,41,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Lithobius sp._adults,adults,adults,0.000940509,0.00359344,invertebrate,invertebrate,walking,walking,predacious,species,genus
84,42,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Schendyla nemorensis_adults,adults,adults,0.000940509,0.005111424,invertebrate,invertebrate,walking,walking,predacious,species,species
85,42,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Schendyla nemorensis_adults,adults,adults,0.000940509,0.005111424,invertebrate,invertebrate,walking,walking,predacious,species,species
86,43,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Gyrohypnus sp. (juv)_juveniles,adults,juveniles,0.000940509,0.001929925,invertebrate,invertebrate,walking,walking,predacious,species,genus
87,43,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Gyrohypnus sp. (juv)_juveniles,adults,juveniles,0.000940509,0.001929925,invertebrate,invertebrate,walking,walking,predacious,species,genus
88,44,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Othius subuliformis_adults,adults,adults,0.000940509,0.003693547,invertebrate,invertebrate,walking,walking,predacious,species,species
89,44,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Othius subuliformis_adults,adults,adults,0.000940509,0.003693547,invertebrate,invertebrate,walking,walking,predacious,species,species
90,45,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Xantholinus sp. (juv) {m}_juveniles,adults,juveniles,0.000940509,0.001552369,invertebrate,invertebrate,walking,walking,predacious,species,genus
91,45,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Xantholinus sp. (juv) {m}_juveniles,adults,juveniles,0.000940509,0.001552369,invertebrate,invertebrate,walking,walking,predacious,species,genus
92,46,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Neobisium carcinoides_adults,adults,adults,0.000940509,0.001549189,invertebrate,invertebrate,walking,walking,predacious,species,species
93,46,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Neobisium carcinoides_adults,adults,adults,0.000940509,0.001549189,invertebrate,invertebrate,walking,walking,predacious,species,species
94,47,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Robertus lividus_adults,adults,adults,0.000940509,0.008396656,invertebrate,invertebrate,walking,walking,predacious,species,species
95,47,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Robertus lividus_adults,adults,adults,0.000940509,0.008396656,invertebrate,invertebrate,walking,walking,predacious,species,species
96,48,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Tapinocyba insecta_adults,adults,adults,0.000940509,0.001163738,invertebrate,invertebrate,walking,walking,predacious,species,species
97,48,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Tapinocyba insecta_adults,adults,adults,0.000940509,0.001163738,invertebrate,invertebrate,walking,walking,predacious,species,species
98,49,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Trochosa sp. (juv)_juveniles,adults,juveniles,0.000940509,0.023372445,invertebrate,invertebrate,walking,walking,predacious,species,genus
99,49,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Trochosa sp. (juv)_juveniles,adults,juveniles,0.000940509,0.023372445,invertebrate,invertebrate,walking,walking,predacious,species,genus
100,50,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Euryopis flavomaculata_adults,adults,adults,0.000940509,0.006459925,invertebrate,invertebrate,walking,walking,predacious,species,species
101,50,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Euryopis flavomaculata_adults,adults,adults,0.000940509,0.006459925,invertebrate,invertebrate,walking,walking,predacious,species,species
102,51,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Stenus impressus_adults,adults,adults,0.000940509,0.001769014,invertebrate,invertebrate,walking,walking,predacious,species,species
103,51,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Stenus impressus_adults,adults,adults,0.000940509,0.001769014,invertebrate,invertebrate,walking,walking,predacious,species,species
104,52,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Stenus mendicus_adults,adults,adults,0.000940509,0.001056938,invertebrate,invertebrate,walking,walking,predacious,species,species
105,52,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Stenus mendicus_adults,adults,adults,0.000940509,0.001056938,invertebrate,invertebrate,walking,walking,predacious,species,species
106,53,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Stilicus rufipes_adults,adults,adults,0.000940509,0.003846051,invertebrate,invertebrate,walking,walking,predacious,species,species
107,53,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Stilicus rufipes_adults,adults,adults,0.000940509,0.003846051,invertebrate,invertebrate,walking,walking,predacious,species,species
108,54,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Monocephalus fuscipes_adults,adults,adults,0.000940509,0.001036461,invertebrate,invertebrate,walking,walking,predacious,species,species
109,54,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Monocephalus fuscipes_adults,adults,adults,0.000940509,0.001036461,invertebrate,invertebrate,walking,walking,predacious,species,species
110,55,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Athous subfuscus (juv) {l}_juveniles,adults,juveniles,0.000940509,0.00467099,invertebrate,invertebrate,walking,walking,predacious,species,species
111,55,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Athous subfuscus (juv) {l}_juveniles,adults,juveniles,0.000940509,0.00467099,invertebrate,invertebrate,walking,walking,predacious,species,species
112,56,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Staphylinidae spec_adults,adults,adults,0.000940509,0.004003596,invertebrate,invertebrate,walking,walking,predacious,species,family+
113,56,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Staphylinidae spec_adults,adults,adults,0.000940509,0.004003596,invertebrate,invertebrate,walking,walking,predacious,species,family+
114,57,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Microlestes minutulus_adults,adults,adults,0.000940509,0.001762372,invertebrate,invertebrate,walking,walking,predacious,species,species
115,57,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Microlestes minutulus_adults,adults,adults,0.000940509,0.001762372,invertebrate,invertebrate,walking,walking,predacious,species,species
116,58,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Geophilomorpha sp._adults,adults,adults,0.000940509,0.006669259,invertebrate,invertebrate,walking,walking,predacious,species,family+
117,58,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Geophilomorpha sp._adults,adults,adults,0.000940509,0.006669259,invertebrate,invertebrate,walking,walking,predacious,species,family+
118,59,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Euophrys frontalis_adults,adults,adults,0.000940509,0.00313298,invertebrate,invertebrate,walking,walking,predacious,species,species
119,59,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Euophrys frontalis_adults,adults,adults,0.000940509,0.00313298,invertebrate,invertebrate,walking,walking,predacious,species,species
120,60,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Theridiidae sp. (juv)_juveniles,adults,juveniles,0.000940509,0.003831577,invertebrate,invertebrate,walking,walking,predacious,species,family+
121,60,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Theridiidae sp. (juv)_juveniles,adults,juveniles,0.000940509,0.003831577,invertebrate,invertebrate,walking,walking,predacious,species,family+
122,61,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Salticidae sp. (juv)_juveniles,adults,juveniles,0.000940509,0.001820737,invertebrate,invertebrate,walking,walking,predacious,species,family+
123,61,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Salticidae sp. (juv)_juveniles,adults,juveniles,0.000940509,0.001820737,invertebrate,invertebrate,walking,walking,predacious,species,family+
124,62,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Pocadicnemis juncea_adults,adults,adults,0.000940509,0.00109047,invertebrate,invertebrate,walking,walking,predacious,species,species
125,62,SEW03,terrestrial belowground,Gongylidiellum latebricola_adults,Pocadicnemis juncea_adults,adults,adults,0.000940509,0.00109047,invertebrate,invertebrate,walking,walking,predacious,species,species
