,0,1,2
40,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Antistea elegans_NA,40
41,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Antistea elegans_juveniles,41
42,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Bathyphantes gracilis_NA,42
43,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Gnathonarium dentatum_NA,43
44,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Lepthyphantes tenuis_NA,44
45,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Liocranidae_juveniles,45
46,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Walckenaeria nudipalpis_NA,46
47,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Antistea elegans_immature,47
48,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Aphidoidea_NA,48
49,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Araneidae_juveniles,49
50,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Argyra vestita_NA,50
51,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Cantharis fulvicollis_NA,51
52,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Chrysopidae_larvae,52
53,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Chrysotus cilipes_NA,53
54,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Clubiona sp_juveniles,54
55,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Coenagrion pulchellum_NA,55
56,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Coenagrion sp_NA,56
57,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Dolichopus nubilius_NA,57
58,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Ephydridae_NA,58
59,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Hercostomus assimilis_NA,59
60,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Hybotidae_NA,60
61,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Marpissa radiata_juveniles,61
62,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Salticidae_juveniles,62
63,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Somatochlora flavomaculata_NA,63
64,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Somatochlora sp_NA,64
65,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Sympetrum sp_NA,65
66,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tetragnatha sp_NA,66
67,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tettigoniidae_larvae,67
68,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Teuchophorus calcaratus_NA,68
69,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Theridion sp_juveniles,69
70,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Zygoptera_NA,70
71,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Aphtona lutescens_NA,71
72,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Larinioides sp_juveniles,72
73,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Neoscona adianta_juveniles,73
74,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pisaura mirabilis_juveniles,74
75,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Salticidae_NA,75
76,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tetragnatha sp_juveniles,76
77,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tibellus sp_juveniles,77
78,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Apis mellifera L._NA,78
79,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Larinioides cornutus_NA,79
80,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tibellus maritimus_NA,80
81,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Dolomedes sp_juveniles,81
82,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Marpissa radiata_NA,82
83,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tetragnatha extensa_NA,83
84,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Araneidae_immature,84
85,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Arctosa sp_immature,85
86,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pirata piscatorius_NA,86
87,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Argiope bruennichi_immature,87
88,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Armadillidium vulgare_NA,88
89,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Brachycera_larvae,89
90,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Haemopis sanguisuga_NA,90
91,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Opilionida_NA,91
92,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pirata sp_juveniles,92
93,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Calliphoridae_NA,93
94,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Neoscona adianta_NA,94
95,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Carabidae_larvae,95
96,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Ceratopogonidae_NA,96
97,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Sitticus sp_juveniles,97
98,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Ceratopogonidae_larvae,98
99,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Chartoscirta cincta_NA,99
100,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Chaetocnema confusa_NA,100
101,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Chironomidae_NA,101
102,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Chironomidae_larvae,102
103,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Chloropidae_NA,103
104,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Chrysomelidae_NA,104
105,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Zora spinimana_NA,105
106,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Chrysotoxum sp_NA,106
107,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Cicadella viridis_NA,107
108,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Cicadina_larvae,108
109,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Cloeon simile_NA,109
110,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Clubiona sp_immature,110
111,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Coleoptera_larvae,111
112,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Delphacidae_larvae,112
113,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Diplocampa assimile_NA,113
114,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Dolomedes sp_immature,114
115,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Drosophilidae_NA,115
116,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Dryops auriculatus_NA,116
117,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Gongylidiellum murcidum_NA,117
118,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Linyphiidae_juveniles,118
119,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Lycosidae_juveniles,119
120,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Entomobryomorpha_NA,120
121,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Hebrus pusillus_NA,121
122,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Heteroptera_larvae,122
123,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Erichsonius cinerascens_NA,123
124,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Euconulus alderi_NA,124
125,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Fulgoroidea_larvae,125
126,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Natrix natrix_NA,126
127,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Helicidae_NA,127
128,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Herina frondescentiae_NA,128
129,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Herina parva_NA,129
130,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Ichneumonidae_NA,130
131,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Ilione albiseta_NA,131
132,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Ilione lineata_NA,132
133,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Jassidae_larvae,133
134,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Larinioides sp_immature,134
135,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Lepidoptera_NA,135
136,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Ligidium hypnorum_larvae,136
137,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Limacidae_NA,137
138,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pterostichus sp_NA,138
139,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Limnia paludicola_NA,139
140,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Limnobaris dolorosa_NA,140
141,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Limoniidae_NA,141
142,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Limoniidae_larvae,142
143,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Linyphiidae_immature,143
144,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Liocranidae_immature,144
145,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Lycosidae_immature,145
146,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Marpissa radiata_immature,146
147,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Meligethes sp_NA,147
148,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Microtus agrestis_NA,148
149,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Muscidae copro_NA,149
150,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Muscidae flor_NA,150
151,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Neoscona adianta_immature,151
152,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Oedemera nobilis_NA,152
153,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Oxyloma elegans_NA,153
154,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pachybrachius sp_NA,154
155,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pachygnatha sp_immature,155
156,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pelochares versicolor_NA,156
157,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pentatomidae_larvae,157
158,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pherbina coryleti_NA,158
159,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pipinculus sp_NA,159
160,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pirata sp_immature,160
161,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pisaura mirabilis_immature,161
162,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Platystethus nodifrons_NA,162
163,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Poduromorpha_NA,163
164,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Proctotrupoidea_NA,164
165,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Psychodidae_adults,165
166,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Araneidae_NA,166
167,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Argiope bruennichi_NA,167
168,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Clubiona sp_NA,168
169,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Liocranidae_NA,169
170,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Sitticus sp_NA,170
171,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Staphylinidae_NA,171
172,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tettigoniidae_NA,172
173,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Theridiidae_NA,173
174,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Theridion sp_NA,174
175,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Thomisidae_NA,175
176,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Xysticus sp_NA,176
177,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Psychodidae_larvae,177
178,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Pteronemobius heydenii_NA,178
179,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Rhagionidae_larvae,179
180,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Salticidae_immature,180
181,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Sciaridae_NA,181
182,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Silometopus elegans_NA,182
183,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Sitticus sp_immature,183
184,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Sminthuridae_NA,184
185,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Stratiomyidae_larvae,185
186,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Succinea putris_NA,186
187,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tetanocera ferruginea_NA,187
188,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tetragnatha sp_immature,188
189,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tetragnathidae_immature,189
190,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tetramesa sp_NA,190
191,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tetrastichus sp_NA,191
192,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Theridiidae_immature,192
193,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Theridion sp_immature,193
194,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Thomisidae_immature,194
195,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tibellus sp_immature,195
196,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Tipulidae_larvae,196
197,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Trachelipus rathkei_NA,197
198,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Trichia sericea_NA,198
199,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Trichoniscidae_NA,199
200,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Trichoptera_larvae,200
201,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Trochosa sp_immature,201
202,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Trogophloeus corticinus_NA,202
203,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Trypoxylon attenuatum_NA,203
204,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Valvata sp_NA,204
205,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Vertigo antivertigo_NA,205
206,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Vertigo moulinsiana_NA,206
207,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Vertigo pygmaea_NA,207
208,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Xysticus sp_immature,208
209,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1",Zelotes sp_immature,209
210,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Acari phyto_NA,0
211,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Acari pred_NA,1
212,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Euconnus hirticollis_NA,2
213,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Staphylinidae_larvae,3
214,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Aeshnidae_NA,4
215,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Emberiza schoeniclus_NA,5
216,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Falco subbuteo_NA,6
217,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Agonum viduum_NA,7
218,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Hyla arborea arborea_NA,8
219,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Lithobius piceus_NA,9
220,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Paederus riparius_NA,10
221,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Rana temporaria temporaria_NA,11
222,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Robertus insignis_NA,12
223,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Robertus sp_juveniles,13
224,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Aleocharinae_NA,14
225,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Araneae_NA,15
226,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Hemistenus flavipes_NA,16
227,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Lithobius sp_larvae,17
228,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Microlinyphia impigra_NA,18
229,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Pirata sp_juveniles,19
230,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Pirata tenuitarsis_NA,20
231,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Staphylininae_NA,21
232,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Xysticus sp_juveniles,22
233,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Zelotes sp_juveniles,23
234,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Anacaena limbata_NA,24
235,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Arctosa sp_juveniles,25
236,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Pirata piraticus_NA,26
237,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Trochosa sp_juveniles,27
238,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Anisoptera_NA,28
239,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Antistea elegans_immature,29
240,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Hypocyphtus discoideus_NA,30
241,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Dolomedes sp_juveniles,31
242,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Lithobius sp_NA,32
243,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Marpissa radiata_NA,33
244,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Theridion sp_juveniles,34
245,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Araneidae_immature,35
246,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Araneus diadematus_NA,36
247,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Arctosa sp_immature,37
248,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Blattodea_larvae,38
249,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Conocephalus dorsalis_NA,39
250,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Brachycera_larvae,40
251,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Caelifera_NA,41
252,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Vulpes vulpes_NA,42
253,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Calliphoridae_NA,43
254,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Larinioides cornutus_NA,44
255,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Orthetrum sp_NA,45
256,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Pisaura mirabilis_NA,46
257,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Sympetrum sanguineum_NA,47
258,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Sympetrum sp_NA,48
259,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Sympetrum striolatum_NA,49
260,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Sympetrum vulgatum_NA,50
261,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Tibellus maritimus_NA,51
262,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Tibellus sp_juveniles,52
263,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Campsicnemus scambus_NA,53
264,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Araneidae_juveniles,54
265,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Clubiona sp_juveniles,55
266,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Dolichopus nitidus_NA,56
267,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Empididae_NA,57
268,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Evarcha sp_juveniles,58
269,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Larinioides sp_juveniles,59
270,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Mangora acalypha_juveniles,60
271,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Thanatus sp_juveniles,61
272,"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2",Cepaea hortensis_NA,62
